Unnamed: 0,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight
1513,0.65,0.485,0.14,1.175,0.475,0.2435,0.215
162,0.61,0.485,0.175,1.2445,0.544,0.297,0.345
2206,0.29,0.225,0.075,0.14,0.0515,0.0235,0.04
3980,0.525,0.41,0.115,0.7745,0.416,0.163,0.18
3075,0.68,0.52,0.185,1.494,0.615,0.3935,0.406
2148,0.415,0.31,0.09,0.3245,0.1305,0.0735,0.115
2830,0.525,0.43,0.135,0.8435,0.4325,0.18,0.1815
925,0.43,0.325,0.1,0.3645,0.1575,0.0825,0.105
3845,0.455,0.35,0.105,0.416,0.1625,0.0969999999999999,0.145
547,0.205,0.155,0.045,0.0425,0.017,0.0055,0.0155
2259,0.59,0.465,0.16,1.1005,0.506,0.2525,0.295
3588,0.65,0.515,0.185,1.3745,0.75,0.1805,0.369
1450,0.455,0.335,0.135,0.501,0.2739999999999999,0.0995,0.1065
2827,0.5,0.375,0.12,0.529,0.2235,0.123,0.16
2233,0.595,0.475,0.17,1.0965,0.419,0.2289999999999999,0.35
611,0.195,0.145,0.05,0.032,0.01,0.008,0.012
2337,0.56,0.455,0.165,0.86,0.4015,0.1695,0.245
3896,0.76,0.575,0.19,1.829,0.7035,0.386,0.56
1948,0.635,0.515,0.165,1.229,0.5055,0.2975,0.3535
2077,0.61,0.43,0.14,0.909,0.4379999999999999,0.2,0.22
742,0.535,0.42,0.15,0.7365,0.2785,0.186,0.215
637,0.355,0.26,0.085,0.1905,0.081,0.0485,0.055
2429,0.34,0.255,0.095,0.213,0.081,0.034,0.07
3500,0.6,0.41,0.145,0.939,0.4475,0.196,0.268
2696,0.65,0.49,0.155,1.122,0.545,0.228,0.3055
1097,0.48,0.38,0.125,0.6245,0.3395,0.1085,0.1665
2346,0.56,0.43,0.125,0.8025,0.313,0.1715,0.263
48,0.325,0.245,0.07,0.161,0.0755,0.0255,0.045
3909,0.455,0.375,0.125,0.4579999999999999,0.1985,0.111,0.12
921,0.42,0.32,0.115,0.376,0.1689999999999999,0.092,0.1
3792,0.655,0.52,0.175,1.472,0.6275,0.27,0.45
756,0.615,0.525,0.155,1.1375,0.3670000000000001,0.236,0.37
2619,0.69,0.54,0.185,1.71,0.7725,0.3855,0.4325
3610,0.58,0.45,0.16,0.8675,0.3935,0.221,0.215
3900,0.445,0.345,0.14,0.476,0.2055,0.1015,0.1085
2453,0.325,0.2,0.08,0.0995,0.0395,0.0225,0.032
3828,0.68,0.52,0.175,1.543,0.7525,0.351,0.374
1498,0.625,0.47,0.18,1.136,0.451,0.3245,0.305
3687,0.625,0.485,0.16,1.15,0.5255,0.257,0.3315
836,0.47,0.375,0.12,0.5805,0.266,0.0935,0.1689999999999999
2932,0.615,0.455,0.15,0.9335,0.382,0.247,0.2615
3163,0.55,0.44,0.125,0.765,0.33,0.2125,0.245
4022,0.72,0.545,0.195,1.7475,0.8215,0.3829999999999999,0.4705
1456,0.475,0.365,0.115,0.4589999999999999,0.2175,0.093,0.1165
2986,0.535,0.405,0.175,1.2705,0.5479999999999999,0.3265,0.337
1511,0.65,0.515,0.175,1.466,0.677,0.3045,0.4
1070,0.375,0.275,0.1,0.2325,0.1165,0.042,0.065
3916,0.52,0.41,0.16,0.7120000000000001,0.2845,0.153,0.225
3964,0.27,0.19,0.06,0.099,0.0445,0.017,0.03
2123,0.29,0.21,0.075,0.275,0.113,0.0675,0.035
2704,0.7,0.525,0.175,1.7585,0.8745,0.3615,0.47
3835,0.425,0.35,0.1,0.4425,0.175,0.0755,0.175
3000,0.64,0.485,0.16,1.006,0.456,0.2245,0.2835
3336,0.45,0.35,0.125,0.4435,0.185,0.09,0.145
2230,0.555,0.43,0.165,0.7575,0.2735,0.1635,0.275
3078,0.695,0.535,0.2,1.5855,0.667,0.3339999999999999,0.471
3286,0.62,0.51,0.175,1.1255,0.4985,0.2269999999999999,0.315
2535,0.64,0.5,0.18,1.4995,0.593,0.314,0.431
2408,0.62,0.485,0.17,1.208,0.4805,0.3045,0.33
2775,0.585,0.46,0.145,0.8465,0.3389999999999999,0.1669999999999999,0.295
3091,0.495,0.38,0.12,0.474,0.1969999999999999,0.1065,0.1545
2798,0.64,0.485,0.15,1.098,0.5195,0.222,0.3175
3796,0.675,0.54,0.21,1.5930000000000002,0.6859999999999999,0.318,0.45
4102,0.68,0.545,0.185,1.672,0.7075,0.364,0.48
1569,0.475,0.36,0.145,0.6325,0.2825,0.1369999999999999,0.19
3340,0.54,0.435,0.145,0.97,0.4285,0.22,0.264
2531,0.605,0.475,0.175,1.2009999999999998,0.5395,0.275,0.309
1407,0.655,0.49,0.175,1.3585,0.6395,0.294,0.365
867,0.615,0.5,0.175,1.3769999999999998,0.5585,0.33,0.292
926,0.43,0.325,0.09,0.425,0.217,0.087,0.095
4168,0.515,0.4,0.125,0.615,0.2865,0.123,0.1765
997,0.59,0.47,0.16,1.206,0.479,0.2425,0.309
3215,0.62,0.485,0.175,1.271,0.531,0.3075,0.37
1099,0.5,0.375,0.14,0.5495,0.248,0.1119999999999999,0.1585
1132,0.565,0.45,0.175,1.0095,0.447,0.2375,0.2645
3435,0.375,0.285,0.09,0.257,0.1045,0.062,0.075
1738,0.67,0.54,0.195,1.619,0.74,0.3305,0.465
210,0.49,0.365,0.145,0.6345,0.1995,0.1625,0.22
1910,0.58,0.5,0.165,0.925,0.37,0.185,0.3005
59,0.505,0.4,0.125,0.583,0.246,0.13,0.175
1211,0.245,0.205,0.06,0.0765,0.034,0.0139999999999999,0.0215
1965,0.66,0.51,0.175,1.218,0.5055,0.303,0.37
1572,0.48,0.37,0.125,0.474,0.179,0.1035,0.175
4118,0.65,0.525,0.185,1.3455,0.586,0.278,0.3865
3217,0.425,0.34,0.12,0.3879999999999999,0.149,0.087,0.125
765,0.545,0.45,0.15,0.978,0.3365,0.1905,0.3
2238,0.46,0.335,0.11,0.444,0.225,0.0745,0.11
1378,0.62,0.5,0.15,1.293,0.596,0.3135,0.354
1078,0.42,0.31,0.095,0.2789999999999999,0.1255,0.051,0.088
1362,0.605,0.47,0.16,1.0835,0.5405,0.2215,0.275
2284,0.405,0.315,0.105,0.347,0.1605,0.0785,0.1
3168,0.605,0.47,0.115,1.114,0.3925,0.291,0.31
3631,0.295,0.22,0.085,0.1285,0.0585,0.027,0.0365
3574,0.6,0.47,0.17,1.0805,0.4995,0.2245,0.3205
582,0.645,0.525,0.19,1.4635,0.6615,0.3435,0.435
2091,0.505,0.39,0.115,0.66,0.3045,0.1555,0.175
1907,0.575,0.43,0.155,0.7955,0.3485,0.1925,0.22
3386,0.515,0.4,0.125,0.955,0.341,0.2535,0.26
940,0.46,0.345,0.105,0.449,0.196,0.0945,0.1265
1080,0.43,0.335,0.12,0.397,0.1985,0.0865,0.1035
187,0.63,0.5,0.185,1.383,0.54,0.3315,0.38
941,0.465,0.365,0.115,0.467,0.2315,0.0925,0.113
2463,0.515,0.405,0.14,0.8505,0.312,0.146,0.315
2846,0.625,0.475,0.175,1.3405,0.6559999999999999,0.283,0.337
1602,0.54,0.425,0.14,0.742,0.32,0.1395,0.25
4062,0.63,0.49,0.15,1.1955,0.5845,0.257,0.3
1694,0.63,0.505,0.17,1.0915,0.4615,0.266,0.3
4045,0.59,0.45,0.16,0.998,0.445,0.214,0.301
226,0.39,0.29,0.125,0.3055,0.121,0.0819999999999999,0.09
1877,0.54,0.39,0.125,0.6255,0.2525,0.158,0.19
535,0.465,0.38,0.13,0.4539999999999999,0.1895,0.08,0.155
3071,0.655,0.455,0.17,1.2895,0.5870000000000001,0.3165,0.3415
3711,0.705,0.55,0.21,1.4385,0.655,0.3255,0.462
3328,0.575,0.475,0.17,0.967,0.3775,0.284,0.275
697,0.28,0.205,0.1,0.1165,0.0545,0.0285,0.03
3905,0.38,0.27,0.095,0.2189999999999999,0.0835,0.0515,0.07
1510,0.65,0.545,0.175,1.5245,0.59,0.326,0.495
1952,0.64,0.49,0.135,1.1,0.488,0.2505,0.2925
2014,0.47,0.375,0.105,0.441,0.1669999999999999,0.0865,0.145
3858,0.565,0.45,0.165,0.9765,0.322,0.244,0.37
2981,0.505,0.38,0.13,0.693,0.391,0.1195,0.1515
1037,0.66,0.535,0.19,1.5905,0.6425,0.297,0.5175
208,0.525,0.415,0.17,0.8325,0.2755,0.1685,0.31
1675,0.61,0.485,0.18,1.2795,0.5735,0.2855,0.355
565,0.35,0.255,0.065,0.179,0.0705,0.0385,0.06
313,0.62,0.47,0.2,1.2255,0.381,0.27,0.435
601,0.385,0.315,0.11,0.286,0.1225,0.0635,0.0835
233,0.275,0.215,0.075,0.1155,0.0485,0.0289999999999999,0.035
2644,0.49,0.375,0.125,0.5445,0.2789999999999999,0.115,0.13
931,0.445,0.335,0.11,0.4355,0.2025,0.1095,0.1195
3431,0.35,0.265,0.095,0.1989999999999999,0.073,0.049,0.06
1593,0.525,0.38,0.135,0.615,0.261,0.159,0.175
111,0.465,0.36,0.105,0.431,0.172,0.107,0.175
3271,0.52,0.425,0.155,0.7735,0.297,0.123,0.255
1089,0.45,0.33,0.105,0.3715,0.1865,0.0785,0.0975
2918,0.6,0.445,0.135,0.9205,0.445,0.2035,0.253
230,0.555,0.445,0.135,0.836,0.336,0.1625,0.275
1436,0.395,0.295,0.09,0.3025,0.143,0.0665,0.0765
1551,0.39,0.3,0.09,0.252,0.1065,0.053,0.08
472,0.43,0.34,0.12,0.3575,0.151,0.0645,0.1045
2232,0.56,0.445,0.18,0.903,0.3575,0.2045,0.295
3872,0.515,0.4,0.115,0.578,0.191,0.1445,0.17
1783,0.525,0.38,0.125,0.65,0.303,0.155,0.159
3115,0.44,0.34,0.12,0.4995,0.2965,0.0945,0.1185
2727,0.405,0.305,0.1,0.271,0.0965,0.061,0.091
4114,0.57,0.45,0.15,0.9645,0.531,0.1889999999999999,0.209
1556,0.415,0.325,0.1,0.313,0.139,0.0625,0.0965
3470,0.72,0.565,0.2,1.787,0.718,0.385,0.529
361,0.59,0.465,0.15,0.997,0.392,0.246,0.34
135,0.425,0.33,0.115,0.406,0.1635,0.081,0.1355
1134,0.57,0.445,0.145,0.8775,0.412,0.217,0.22
2159,0.64,0.51,0.2,1.3905,0.61,0.3315,0.41
1151,0.585,0.465,0.16,0.9555,0.4595,0.236,0.265
2702,0.68,0.52,0.165,1.4775,0.7240000000000001,0.2789999999999999,0.406
2135,0.565,0.425,0.1,0.7145,0.3055,0.166,0.18
2628,0.29,0.21,0.06,0.1045,0.0415,0.022,0.035
1053,0.185,0.13,0.045,0.0289999999999999,0.012,0.0075,0.0095
3538,0.435,0.335,0.11,0.4385,0.2075,0.0715,0.1315
22,0.565,0.44,0.155,0.9395,0.4275,0.214,0.27
2066,0.54,0.385,0.14,0.7655,0.3265,0.1159999999999999,0.2365
3015,0.42,0.32,0.11,0.309,0.115,0.0645,0.0945
2757,0.525,0.375,0.12,0.6315,0.3045,0.114,0.19
695,0.315,0.23,0.09,0.1285,0.043,0.04,0.04
1846,0.465,0.37,0.11,0.445,0.1635,0.096,0.166
420,0.67,0.54,0.165,1.5015,0.518,0.358,0.505
2389,0.42,0.34,0.125,0.4495,0.165,0.1125,0.144
460,0.38,0.285,0.1,0.2665,0.115,0.061,0.075
1067,0.34,0.265,0.08,0.2015,0.09,0.0475,0.055
87,0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26
282,0.455,0.355,0.12,0.4495,0.177,0.104,0.15
1512,0.65,0.5,0.16,1.3825,0.7020000000000001,0.304,0.3195
1488,0.6,0.465,0.2,1.259,0.6405,0.1985,0.357
1592,0.525,0.39,0.12,0.664,0.3115,0.147,0.178
4037,0.54,0.415,0.155,0.7020000000000001,0.322,0.1669999999999999,0.19
1474,0.55,0.425,0.16,0.7929999999999999,0.3429999999999999,0.2035,0.215
859,0.595,0.48,0.16,1.2095,0.5225,0.296,0.32
533,0.435,0.335,0.11,0.38,0.1695,0.086,0.11
3660,0.545,0.41,0.125,0.654,0.2945,0.1315,0.205
4122,0.46,0.365,0.11,0.4495,0.1755,0.102,0.15
1811,0.65,0.525,0.19,1.6125,0.777,0.3685,0.3965
2333,0.695,0.55,0.22,1.5515,0.5660000000000001,0.3835,0.445
3322,0.48,0.37,0.13,0.5885,0.2475,0.1505,0.1595
3376,0.31,0.235,0.09,0.127,0.048,0.031,0.04
2980,0.5,0.37,0.115,0.5745,0.306,0.1119999999999999,0.141
1929,0.615,0.495,0.2,1.219,0.564,0.2269999999999999,0.3885
4144,0.67,0.535,0.19,1.669,0.7465,0.2935,0.508
4032,0.485,0.365,0.09,0.6509999999999999,0.3165,0.132,0.18
3063,0.635,0.49,0.155,1.145,0.4775,0.3035,0.3155
2086,0.71,0.5,0.15,1.3165,0.6835,0.2815,0.28
4095,0.635,0.485,0.155,1.073,0.467,0.1975,0.35
4123,0.49,0.375,0.115,0.557,0.2275,0.1335,0.1765
1420,0.71,0.55,0.17,1.614,0.743,0.345,0.45
1476,0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835
942,0.465,0.37,0.115,0.534,0.261,0.098,0.143
2398,0.5,0.385,0.155,0.762,0.3795,0.161,0.19
4089,0.61,0.365,0.155,1.0765,0.488,0.249,0.27
1582,0.5,0.375,0.14,0.5589999999999999,0.2375,0.135,0.1689999999999999
2358,0.61,0.485,0.21,1.3445,0.535,0.2205,0.515
2392,0.33,0.25,0.09,0.1969999999999999,0.085,0.0409999999999999,0.0605
121,0.385,0.295,0.085,0.2535,0.103,0.0575,0.085
887,0.675,0.525,0.155,1.4785,0.628,0.3405,0.42
3807,0.45,0.365,0.115,0.5885,0.318,0.121,0.1325
685,0.565,0.44,0.185,0.909,0.344,0.2325,0.255
1468,0.52,0.4,0.125,0.5589999999999999,0.254,0.139,0.149
3536,0.425,0.325,0.11,0.405,0.1695,0.092,0.1065
413,0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24
789,0.6,0.465,0.165,0.8875,0.309,0.246,0.262
3801,0.205,0.155,0.045,0.0495,0.0235,0.011,0.0139999999999999
1621,0.56,0.425,0.135,0.8490000000000001,0.3265,0.221,0.2645
1670,0.61,0.485,0.15,1.2405,0.6025,0.2915,0.3085
3262,0.595,0.485,0.145,1.2515,0.5035,0.2925,0.33
1872,0.53,0.395,0.13,0.575,0.247,0.115,0.183
1425,0.735,0.565,0.205,2.1275,0.949,0.46,0.565
4041,0.575,0.45,0.15,0.858,0.449,0.166,0.215
272,0.62,0.485,0.205,1.219,0.3875,0.2505,0.385
2028,0.57,0.435,0.15,0.8295,0.3875,0.156,0.245
521,0.36,0.27,0.09,0.1885,0.0845,0.0385,0.055
522,0.365,0.26,0.115,0.218,0.0935,0.0445,0.07
2899,0.55,0.425,0.13,0.664,0.2695,0.163,0.21
2103,0.375,0.29,0.1,0.276,0.1175,0.0565,0.085
3265,0.48,0.38,0.135,0.528,0.2,0.1395,0.16
2751,0.515,0.395,0.135,0.516,0.2015,0.132,0.162
350,0.61,0.495,0.185,1.153,0.536,0.2905,0.245
1833,0.405,0.3,0.09,0.2689999999999999,0.103,0.067,0.11
2486,0.49,0.4,0.145,0.6635,0.21,0.1295,0.2515
3640,0.445,0.345,0.12,0.4035,0.1689999999999999,0.0825,0.13
1752,0.71,0.56,0.22,2.015,0.9215,0.4539999999999999,0.5660000000000001
651,0.335,0.245,0.09,0.1665,0.0595,0.04,0.06
1642,0.575,0.44,0.16,0.9615,0.483,0.166,0.275
3670,0.59,0.465,0.135,0.9895,0.4235,0.1989999999999999,0.28
3936,0.475,0.4,0.115,0.541,0.186,0.1025,0.21
2634,0.425,0.34,0.1,0.3515,0.1625,0.0819999999999999,0.094
118,0.56,0.43,0.15,0.8825,0.3465,0.172,0.31
3575,0.6,0.47,0.15,0.928,0.4225,0.183,0.275
2112,0.525,0.405,0.13,0.7185,0.3265,0.1975,0.175
168,0.705,0.56,0.22,1.981,0.8175,0.3085,0.76
3942,0.525,0.4,0.115,0.6295,0.2555,0.144,0.18
1405,0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46
962,0.505,0.39,0.15,0.685,0.362,0.131,0.156
945,0.47,0.365,0.12,0.612,0.327,0.15,0.14
462,0.24,0.185,0.07,0.0715,0.026,0.018,0.025
3880,0.38,0.3,0.1,0.286,0.1305,0.0559999999999999,0.09
328,0.36,0.295,0.105,0.241,0.0865,0.053,0.095
1880,0.55,0.435,0.14,0.7995,0.295,0.1905,0.238
2405,0.655,0.515,0.145,1.25,0.5265,0.283,0.315
2110,0.325,0.25,0.055,0.166,0.076,0.051,0.045
1360,0.605,0.435,0.13,0.9025,0.4320000000000001,0.174,0.26
1938,0.625,0.505,0.185,1.1565,0.52,0.2405,0.3535
367,0.58,0.455,0.12,1.0735,0.479,0.2735,0.265
3679,0.61,0.45,0.19,1.0805,0.517,0.2495,0.2935
3208,0.32,0.25,0.08,0.1565,0.057,0.034,0.06
1878,0.545,0.425,0.14,0.8145,0.305,0.231,0.244
2329,0.48,0.39,0.145,0.5825,0.2315,0.121,0.255
1375,0.615,0.475,0.155,1.115,0.484,0.2115,0.355
1973,0.68,0.54,0.155,1.534,0.6709999999999999,0.379,0.384
772,0.385,0.275,0.115,0.2685,0.0975,0.0825,0.085
1284,0.5,0.41,0.14,0.6615,0.2585,0.1625,0.196
2697,0.66,0.515,0.165,1.4465,0.6940000000000001,0.298,0.3755
4073,0.515,0.395,0.125,0.5805,0.2365,0.1075,0.19
3344,0.495,0.38,0.145,0.515,0.175,0.098,0.212
498,0.615,0.525,0.155,1.0385,0.4270000000000001,0.2315,0.345
1414,0.685,0.545,0.205,1.7925,0.8145,0.416,0.461
1234,0.375,0.29,0.095,0.213,0.096,0.0409999999999999,0.061
1714,0.645,0.51,0.19,1.3630000000000002,0.573,0.362,0.36
435,0.5,0.41,0.15,0.662,0.2815,0.1369999999999999,0.22
1251,0.405,0.285,0.09,0.2645,0.1265,0.0505,0.075
365,0.63,0.515,0.16,1.016,0.4215,0.244,0.355
1978,0.7,0.55,0.175,1.4405,0.6565,0.2985,0.375
276,0.66,0.53,0.185,1.3485,0.493,0.245,0.49
2807,0.7,0.54,0.205,1.74,0.7885,0.373,0.4865
3165,0.545,0.41,0.115,0.6765,0.29,0.158,0.22
1918,0.6,0.465,0.16,1.133,0.466,0.2885,0.298
1506,0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025
407,0.59,0.485,0.12,0.911,0.39,0.182,0.29
2755,0.525,0.415,0.15,0.7055,0.3289999999999999,0.147,0.1989999999999999
3812,0.61,0.49,0.17,1.137,0.4605,0.2825,0.344
2638,0.46,0.345,0.11,0.3755,0.1525,0.0579999999999999,0.125
2640,0.465,0.355,0.105,0.442,0.2085,0.0975,0.1185
2609,0.63,0.495,0.2,1.4255,0.659,0.336,0.38
844,0.525,0.395,0.13,0.7635,0.3375,0.1425,0.225
3351,0.51,0.38,0.13,0.584,0.2239999999999999,0.1355,0.185
2149,0.27,0.195,0.07,0.106,0.0465,0.018,0.036
86,0.625,0.465,0.14,1.195,0.4825,0.205,0.4
1749,0.71,0.575,0.215,2.009,0.9895,0.4475,0.502
2176,0.57,0.45,0.17,1.098,0.414,0.187,0.405
2252,0.57,0.46,0.17,1.1,0.4125,0.2205,0.38
1905,0.575,0.45,0.135,0.8715,0.45,0.162,0.225
1659,0.6,0.48,0.18,1.0645,0.4495,0.2455,0.325
3756,0.515,0.39,0.12,0.565,0.235,0.135,0.179
855,0.575,0.465,0.14,0.958,0.442,0.1815,0.2705
2023,0.53,0.405,0.13,0.6355,0.2635,0.1565,0.185
78,0.555,0.425,0.14,0.7879999999999999,0.282,0.1595,0.285
944,0.465,0.35,0.125,0.482,0.23,0.106,0.1095
199,0.585,0.46,0.185,0.922,0.3635,0.213,0.285
3158,0.55,0.435,0.11,0.8059999999999999,0.3415,0.203,0.215
1831,0.365,0.27,0.075,0.2215,0.095,0.0445,0.07
801,0.45,0.335,0.125,0.349,0.119,0.1055,0.115
2561,0.44,0.345,0.115,0.545,0.2689999999999999,0.111,0.1305
4140,0.645,0.535,0.19,1.2395,0.4679999999999999,0.2385,0.424
3618,0.63,0.515,0.17,1.385,0.6355,0.2955,0.38
2002,0.36,0.27,0.085,0.196,0.0905,0.034,0.053
231,0.565,0.44,0.175,0.9025,0.31,0.193,0.325
3562,0.57,0.42,0.16,0.8875,0.4315,0.1915,0.223
1033,0.65,0.525,0.185,1.622,0.6645,0.3225,0.477
3511,0.655,0.52,0.18,1.492,0.7185,0.36,0.355
2367,0.65,0.545,0.16,1.2425,0.487,0.296,0.48
2834,0.57,0.425,0.13,0.782,0.3695,0.1745,0.1965
1662,0.605,0.455,0.145,0.9775,0.4679999999999999,0.1775,0.275
2099,0.4,0.31,0.115,0.3465,0.1475,0.0695,0.115
1844,0.435,0.345,0.12,0.3215,0.13,0.0559999999999999,0.1185
4060,0.545,0.405,0.13,0.6579999999999999,0.327,0.1445,0.174
1143,0.575,0.445,0.145,0.847,0.415,0.1945,0.22
3788,0.63,0.475,0.15,1.072,0.433,0.2975,0.315
191,0.61,0.485,0.17,1.0225,0.419,0.2405,0.36
104,0.605,0.47,0.16,1.1735,0.4975,0.2405,0.345
3423,0.63,0.475,0.15,1.172,0.536,0.254,0.316
3502,0.61,0.47,0.175,1.214,0.5315,0.2835,0.325
2295,0.52,0.415,0.145,0.8045,0.3325,0.1725,0.285
2034,0.625,0.515,0.18,1.3485,0.5255,0.252,0.3925
1873,0.53,0.405,0.12,0.632,0.2715,0.148,0.1875
3437,0.395,0.3,0.09,0.2789999999999999,0.134,0.049,0.075
1691,0.625,0.47,0.155,1.1955,0.643,0.2055,0.3145
2370,0.42,0.325,0.115,0.354,0.1625,0.064,0.105
3382,0.495,0.4,0.12,0.6605,0.2605,0.161,0.19
1726,0.66,0.535,0.175,1.5175,0.711,0.3125,0.415
3241,0.65,0.525,0.19,1.4995,0.6265,0.4005,0.395
2564,0.45,0.35,0.125,0.4775,0.2235,0.089,0.118
1964,0.66,0.535,0.205,1.4415,0.5925,0.2775,0.49
2446,0.55,0.435,0.17,0.884,0.2875,0.1645,0.28
2576,0.5,0.38,0.11,0.494,0.218,0.09,0.1325
3070,0.655,0.49,0.16,1.204,0.5455,0.2615,0.3225
702,0.445,0.33,0.105,0.4525,0.18,0.103,0.123
3927,0.5,0.38,0.155,0.6675,0.2745,0.156,0.18
1864,0.52,0.395,0.125,0.5805,0.2445,0.146,0.165
3971,0.4,0.295,0.095,0.252,0.1105,0.0575,0.066
994,0.58,0.45,0.145,1.137,0.5585,0.22,0.29
464,0.255,0.195,0.07,0.0735,0.0255,0.02,0.025
1849,0.485,0.385,0.13,0.568,0.2505,0.178,0.154
2415,0.4,0.315,0.105,0.287,0.1135,0.037,0.113
3411,0.43,0.32,0.1,0.3855,0.192,0.0745,0.1
2299,0.495,0.385,0.125,0.585,0.2755,0.1235,0.165
1236,0.375,0.275,0.09,0.218,0.093,0.0405,0.0755
3599,0.735,0.555,0.22,2.333,1.2395,0.3645,0.6195
3112,0.415,0.32,0.115,0.3045,0.1215,0.0735,0.094
212,0.415,0.325,0.105,0.38,0.1595,0.0785,0.12
1036,0.66,0.505,0.185,1.528,0.69,0.3025,0.441
4103,0.7,0.545,0.215,1.9125,0.8825,0.4385,0.506
900,0.3,0.235,0.08,0.131,0.05,0.0265,0.043
1446,0.44,0.34,0.105,0.369,0.1639999999999999,0.08,0.1015
1814,0.655,0.545,0.19,1.4245,0.6325,0.3329999999999999,0.3779999999999999
2387,0.47,0.35,0.135,0.5670000000000001,0.2315,0.1465,0.1525
1897,0.57,0.415,0.13,0.88,0.4275,0.1955,0.238
741,0.36,0.265,0.09,0.2065,0.078,0.057,0.06
3738,0.635,0.505,0.17,1.2635,0.512,0.322,0.355
4066,0.395,0.31,0.085,0.317,0.153,0.0505,0.0935
1616,0.555,0.395,0.13,0.5585,0.222,0.1245,0.17
3633,0.3,0.22,0.065,0.1195,0.052,0.0155,0.035
1206,0.75,0.57,0.21,2.236,1.109,0.5195,0.545
509,0.56,0.445,0.155,0.8735,0.3005,0.209,0.275
597,0.605,0.47,0.14,0.939,0.3385,0.201,0.32
2059,0.49,0.37,0.11,0.5379999999999999,0.271,0.1035,0.139
2431,0.635,0.5,0.18,1.3119999999999998,0.529,0.2485,0.485
981,0.55,0.43,0.14,0.8105,0.368,0.161,0.275
1672,0.61,0.475,0.16,1.1155,0.3835,0.223,0.379
3744,0.275,0.205,0.065,0.1009999999999999,0.0409999999999999,0.021,0.034
518,0.325,0.23,0.09,0.147,0.06,0.034,0.045
1744,0.685,0.565,0.175,1.638,0.7775,0.375,0.4379999999999999
767,0.345,0.27,0.095,0.1969999999999999,0.0665,0.05,0.07
4025,0.33,0.26,0.085,0.1965,0.0915,0.0425,0.055
4135,0.6,0.5,0.17,1.13,0.4405,0.267,0.335
2804,0.66,0.505,0.19,1.4045,0.6255,0.3375,0.3745
3897,0.615,0.5,0.165,1.1765,0.488,0.244,0.345
421,0.49,0.38,0.12,0.529,0.2165,0.139,0.155
123,0.37,0.265,0.075,0.214,0.09,0.051,0.07
2917,0.595,0.46,0.17,1.1295,0.57,0.2555,0.265
2459,0.585,0.47,0.17,1.099,0.3975,0.2325,0.358
3003,0.655,0.505,0.175,1.2905,0.6205,0.2965,0.326
819,0.36,0.3,0.085,0.27,0.1185,0.064,0.0745
1403,0.65,0.51,0.17,1.567,0.7245,0.349,0.391
1382,0.625,0.515,0.16,1.264,0.5715,0.326,0.321
100,0.36,0.265,0.095,0.2315,0.105,0.046,0.075
3741,0.67,0.525,0.195,1.37,0.6065,0.2955,0.407
1575,0.485,0.375,0.13,0.6025,0.2935,0.1285,0.16
1283,0.5,0.375,0.145,0.5795,0.239,0.1375,0.185
3924,0.5,0.4,0.165,0.7105,0.27,0.1455,0.225
3232,0.485,0.41,0.15,0.696,0.2405,0.1625,0.265
3718,0.36,0.25,0.115,0.465,0.21,0.1055,0.128
1103,0.505,0.39,0.125,0.5445,0.246,0.15,0.1405
1876,0.54,0.395,0.135,0.6555,0.2705,0.155,0.192
3123,0.575,0.45,0.135,0.9215,0.354,0.209,0.2365
1517,0.665,0.515,0.18,1.389,0.5945,0.324,0.395
3395,0.605,0.45,0.165,1.2225,0.357,0.2019999999999999,0.385
2083,0.685,0.55,0.2,1.7725,0.813,0.387,0.49
1352,0.6,0.475,0.17,1.1315,0.508,0.272,0.309
1775,0.485,0.365,0.105,0.5205,0.195,0.123,0.182
3524,0.32,0.24,0.085,0.131,0.0615,0.0265,0.038
3275,0.46,0.355,0.11,0.415,0.215,0.0819999999999999,0.13
982,0.56,0.455,0.16,0.967,0.4525,0.207,0.2739999999999999
456,0.64,0.54,0.175,1.221,0.51,0.259,0.39
2470,0.615,0.475,0.17,1.1825,0.474,0.2895,0.24
3151,0.665,0.5,0.175,1.742,0.595,0.3025,0.725
3139,0.335,0.26,0.09,0.1835,0.078,0.024,0.065
3004,0.67,0.515,0.17,1.4265,0.6605,0.3395,0.37
381,0.535,0.42,0.145,0.7909999999999999,0.33,0.1889999999999999,0.25
3959,0.68,0.55,0.19,1.807,0.8225,0.3655,0.515
3813,0.35,0.26,0.095,0.221,0.0985,0.043,0.07
2602,0.615,0.47,0.155,1.2,0.5085,0.32,0.292
1490,0.605,0.485,0.16,1.2009999999999998,0.417,0.2875,0.38
3717,0.35,0.25,0.1,0.4015,0.1725,0.063,0.1255
1010,0.62,0.51,0.18,1.3315,0.594,0.276,0.3879999999999999
3596,0.675,0.515,0.145,1.265,0.6025,0.299,0.325
4173,0.59,0.44,0.135,0.966,0.439,0.2145,0.2605
662,0.415,0.34,0.13,0.3675,0.146,0.0885,0.12
1915,0.6,0.47,0.135,0.97,0.4655,0.1955,0.264
3509,0.645,0.52,0.175,1.3345,0.667,0.2665,0.355
